CaseType,weighted_sum_trans_equity,female_male_ratio,gross_assets,liability_assets_ratio,oper_inc_net_inc_ratio,main_busi_net_inc_ratio,profit_net_inc_ratio,regis_capital,paidin_capital,certif,modify_times,tax_abnormal,register_type,economic_type,pnl_dummy,fair_value_change,oper_total_profit_ratio,total_profit,asset_re
3,,,,,,,,5100,5100,,23,0,19,233,0.333333333,-1.195914635,0.720346383,-217261.2994,143923499.9
3,,,,,,,,5,0,,,0,8,210,-1,-0.768495136,-4.894873467,0.192342078,2.029922708
2,,0.935185185,,,,,,3000,3000,,9,0,26,171,-0.2,0.269960754,1.005666425,1450439.478,24533619.67
2,,0.935185185,,,,,,3000,3000,,9,0,26,171,-0.2,0.269960754,1.005666425,1450439.478,24533619.67
2,,0.935185185,,,,,,3000,3000,,9,0,26,171,-0.2,0.269960754,1.005666425,1450439.478,24533619.67
3,,,,,,,,2000,0,,,0,,,,,,,
3,,,,,,,,500,0,,,0,,,,,,,
3,410.812923,0.666666667,-0.97689135,0.444989891,0.393330244,0.571949249,1.828201369,1000,0,,13,0,8,238,-0.333333333,-0.403531251,4.968149926,0.291827988,333.9878638
3,,,,,,,,4800,0,,,0,,,,,,,
3,102.788991,2.444444444,,,,,,501,0,,6,0,8,182,1,-0.906030762,-3.329731011,0.452000802,25000.04884
0,,,,,,,,800,0,,,0,,,,,,,
3,,,,,,,,3,3,,4,0,,,,,,,
3,,,,,,,,200,200,,,0,8,222,1,-0.330541884,-0.979073194,-181.4549832,1000000.778
3,,,,,,,,50,0,,,0,,,,,,,
3,,0.6875,,,,,,100,0,,5,0,8,211,-0.333333333,-0.369213023,1.109324576,-89.93841734,666.961715
3,,,,,,,,100,0,,3,1,8,211,-1,-1.742480894,-0.518430063,-1.466640058,-0.389048526
3,,,,,,,,2000,0,,1,1,8,222,1,0.470679633,-0.155864533,-0.052247896,0.527806052
3,,1.714285714,,,,,,,0,,2,0,8,221,1,-0.52213328,13.38208575,0.183989938,-2.083131648
3,,,,,,,,3,3,,,0,8,210,-1,-0.156955603,-0.843517198,1.824908407,1.569313112
3,,,,,,,,0,0,,,1,8,222,-0.2,-0.011997241,1.156727679,-43663.54216,157807.83
3,,1.115384615,5085.569278,0.61279872,285.947266,285.9691939,0.997200223,5000,2000,,8,0,19,206,0.2,0.629740554,0.999999154,-765608.3079,26760000.5
2,,0.935185185,,,,,,3000,3000,,9,0,26,171,-0.2,0.269960754,1.005666425,1450439.478,24533619.67
2,,0.935185185,,,,,,3000,3000,,9,0,26,171,-0.2,0.269960754,1.005666425,1450439.478,24533619.67
2,,0.935185185,,,,,,3000,3000,,9,0,26,171,-0.2,0.269960754,1.005666425,1450439.478,24533619.67
3,,,,,,,,0,,,3,0,,,,,,,
3,,,,,,,,300,,,,0,,,,,,,
3,,,,,,,,110,110,,1,0,19,61,1,,0.999637163,-5704.970792,547149.3555
3,,0.454545455,,,,,,0,0,1,16,0,,,,,,,
3,,,,,,,,200,0,,,0,,,,,,,
3,,,,,,,,1000,0,,,1,8,211,1,0.049552754,0.132706906,1.189570072,1.149296782
3,,,-0.530961467,0.002870017,7.811455509,11.7017338,-7.585729957,200,200,,3,1,8,195,0.5,-0.340568179,-0.293364119,-7181.291667,1145719.849
3,206.7803331,0.75,,,,,,3000,0,,9,0,,,,,,,
3,,,,,,,,3,,,,0,,,,,,,
3,,0.545454545,50.56581497,0.020171636,1.397454598,0.904743164,1.402773325,50,50,,,0,,,,,,,
3,,,,,,,,10,0,1,,0,,,,,,,
3,,,,,,,,1000,0,,,1,8,206,-1,0.151211762,-0.61780343,-1.077126477,-0.068819136
3,,,,,,,,88,88,1,,0,8,195,1,1.127905155,-0.256629197,-0.683581193,0.11990432
3,,1.4,,,3.027280372,-2.935307286,,0,0,,5,0,8,238,0,-0.972231405,-0.156467362,0.188843862,333.6798537
3,,,,,,,,2,,,,0,,,,,,,
3,,,,,,,,50,0,,,0,19,211,1,0.120438359,-0.611341313,-1.695966811,-0.677399691
3,,,,,,,,10,0,,,0,19,67,1,,0.999956398,-299.6339172,
3,,,,,,,,10,10,,,0,,,,,,,
3,,,,,,,,0,,,,0,,,,,,,
2,,,,,,,,,,,,0,,,,,,,
3,,,,,,,,10,,,,0,,,,,,,
3,,,,,,,,10,0,,,0,,,,,,,
3,,,,,,,,1000,1000,,34,0,8,56,0,,0.999459051,-5167.290731,1000.59008
3,,,,,,,,100,,,1,0,,,,,,,
3,,,,,,,,150,0,,,0,,,,,,,
3,,,,,,,,19060,19060,,20,0,8,67,1,,0.998290833,-838.7246069,
3,,,,,,,,2500,2500,,4,0,,,,,,,
3,,,,,,,,2000,0,,,0,,,,,,,
3,,,,,,,,200,0,,,0,,,,,,,
3,,,,,,,,0,0,,,0,8,211,0,-0.215817115,0.055667203,0.354322017,49999.68747
3,,1.211111111,,,,,,0,0,1,43,0,,,,,,,
3,,,,,,,,12,12,,,0,19,222,1,0.732239159,3.947755318,0.29498881,1.192509524
3,,1.94047619,9679.999448,1.033065476,0.003020924,0.000129254,1.002195509,1000,0,,2,0,8,206,1,-1.0788732,-0.861571081,-105.7513204,3333.654496
3,,,,,,,,50,,,,0,8,61,,,,,
3,,,,,,,,168,0,,1,0,,,,,,,
3,,,,,,,,50,0,,,0,,,,,,,
3,,,,,,,,10,10,,,0,,,,,,,
3,,,,,,,,3,0,,,0,,,,,,,
3,,,,,,,,0,0,,,0,8,67,,,,,
3,,,,,,,,3,3,,,0,8,211,-0.333333333,-0.288478234,0.192577441,-7772.613198,32861.16038
3,,,,,,,,10000,10000,,21,0,,,,,,,
3,,,,,,,,1,,,2,0,,,,,,,
3,,,,,,,,3000,0,,1,0,,,,,,,
3,,,1001.393381,-0.000982946,-0.961329123,-0.781774896,-1.529923881,1000,1000,,7,1,8,222,0.333333333,0.43789129,25.37149844,-171.7755409,3333333.584
3,,,,,,,,1000,1000,,2,1,8,222,0.2,0.354245724,-0.001710251,-28862.80393,7518200.439
3,,0.541666667,,,,,,1000,1000,,11,0,8,195,0.6,0.32740799,0.899008982,-619811.2176,2962964.347
3,,,,,,,,1008,,,,0,,,,,,,
3,,,,,,,,500,0,,11,0,19,222,0,-0.112995752,1.002161053,-231500.1244,181499.3722
3,,,,,,,,1000,1000,,8,1,,,,,,,
3,,1.644444444,,,,,,1000,1000,,6,0,8,110,-0.6,-0.550674999,0.933459148,-2681.007588,8459131.69
3,,1.696969697,998.5909758,-0.000279841,41.18552863,38.7219932,0.312968675,1000,0,,,0,8,210,0.333333333,0.635942841,0.773280108,-999.8447364,3500001.72
3,,,,,,,,,,,1,0,,,,,,,
3,,0.525,,,,,,1000,0,,,0,8,222,0.333333333,0.163175298,-0.232506551,0.429020991,9999999.672
3,,,,,,,,110,0,,,1,,,,,,,
3,,,,,,,,10,,,,0,8,155,-1,0.864925316,-0.884287108,-1.308189895,-0.548364439
3,,,,,,,,10,10,,,0,9,61,,,,,
3,,1.157407407,,,-8.952579676,-12.32687661,,0,0,,1,0,8,155,1,0.6493831,0.423682502,-55945.17185,5391543.487
3,,,,,,,,50,50,,,0,8,76,,,,,
3,,,,,,,,5000,0,,,0,,,,,,,
3,,0.6,50.0080596,0.001807286,-1.069212758,-0.23792965,-1.042226717,100,100,,,0,19,222,-0.333333333,0.603312025,-33.85268913,0.221041724,333366.8024
3,,,,,,,,100,100,,,1,8,211,0.5,-0.155454292,-11.33580942,0.372918845,499999.548
3,,,,,,,,500,,,,0,,,,,,,
3,,,,,,,,1000,0,,,0,8,211,-1,-0.519902331,1.798628311,-0.730861832,1.823968927
1,,0.545393203,,,,,,4800,4800,,12,0,19,205,-0.2,0.692295335,1.00146688,2457927.311,63095420
3,,,,,,,,500,0,,20,0,19,210,1,-0.509928601,1.000002813,-29536.20305,2499999.165
3,,,,,,,,100,100,,30,0,,,,,,,
3,,0.645833333,,,,,,0,0,,4,0,,,,,,,
3,,,,,,,,20,20,,,0,,,,,,,
3,,0.673611111,-0.108486826,-6.591002051,5.987119282,5.138173058,-6.631684888,500,0,,,0,8,238,-1,0.71241817,-45.98588318,0.574552279,-0.051101014
3,,,,,,,,1000,0,,,1,,,,,,,
2,,0.468886481,,,,,,3000,200,,12,0,8,210,0.666666667,-0.185171268,0.995666323,-765387748,245055000.2
2,,0.468886481,,,,,,3000,200,,12,0,8,210,0.666666667,-0.185171268,0.995666323,-765387748,245055000.2
0,,,,,,,,8423,8423,,17,0,21,66,1,,0.999990223,-1341864.643,83103998.81
3,,,,,,,,10,0,,,0,,,,,,,
3,,,,,,,,1000,1000,,6,0,8,51,1,,,,10001898.87
3,,,,,,,,100,100,,1,0,8,211,0,-0.548146483,1.959487553,-11223.33359,50.12752329
3,,0.529411765,,,,,,0,0,2,8,0,10,168,0,-0.158235016,7.888987812,0.260488666,1.088052469
3,,,,,,,,1000,1000,,,0,8,93,-1,1.172286334,0.794072807,-0.582624112,-0.120021007
3,,0.833333333,150.0082576,0.056789241,0.000135959,-0.000150148,1.000118394,10000,100,,48,0,8,206,0.666666667,0.198841091,0.888494097,-2044.269607,33493447.52
3,133.7414849,,,,,,,2550,2550,,8,0,19,206,1,0.699615838,-2.62422402,-8507.268143,12750636.98
3,,,,,,,,0,,,,0,,,,,,,
3,,,,,,,,500,500,,76,0,8,67,,,,,
2,,1.027777778,,,,,,200,200,,9,0,8,179,0.2,-0.485007752,0.589099274,-35847.53212,1449529.268
3,,,,,,,,10,10,,,0,,,,,,,
3,,,,,,,,50,50,,,0,8,139,-1,0.2501025,0.237311396,1.00258071,-0.308029921
3,,0.2,,,,,,50,0,,,0,8,211,-0.5,0.600557146,0.379208464,-0.925890113,250012625.1
3,,,,,,,,500,,,6,0,,,,,,,
3,,,,,,,,20,,,,0,,,,,,,
3,,,,,,,,10,10,,,0,,,,,,,
3,301.5915584,1.007407407,99.51153586,0.008658243,4.831182896,-7.906122352,-3.654532264,100,100,,4,0,19,204,-0.5,0.356969313,0.131459972,-185.0643181,249725.3209
3,,,,,,,,3239,3239,,17,0,,,,,,,
3,,,9.79318674,0.986938626,-0.432619675,0.131266139,-0.062637442,10000,0,,,1,8,222,-0.333333333,-0.460750015,0.537102899,-915.43259,1.074205529
3,,,,,,,,100,0,,,0,,,,,,,
3,,,,,,,,1000,0,,,0,,,,,,,
3,,,,,,,,0,0,,,0,,,,,,,
3,,,,,,,,10,10,,8,0,8,238,0,-1.365439302,-3.431364916,-283.2373055,-1.061273436
0,,,,,,,,300,300,,,0,8,67,1,,,,
3,,,,,,,,100.1,100.1,,,0,8,67,,,,,
3,,,,,,,,300,0,,16,0,19,211,1,-0.987306787,0.999994873,-62000.04697,-0.318853382
2,,,,,,,,4.5,4.5,,,0,,,,,,,
3,,0.977777778,3692427.413,-0.000254074,6.393795373,3.475952404,0.377790341,1107.5,0,,11,0,,,,,,,
3,,0.699415205,,,,,,0,0,1,25,0,,,,,,,
1,,0.707070707,,,,,,,0,,,0,,,,,,,
0,,,,,,,,1000,300,,,0,8,222,1,-0.950028697,0.447417986,-14595.39424,1529132.07
0,,,,,,,,1000,300,,,0,8,222,1,-0.950028697,0.447417986,-14595.39424,1529132.07
3,,0.606060606,,,,,,50,50,,5,0,8,211,0.6,0.263833701,0.589351781,-3684.121847,12501.51916
3,,,,,,,,200,0,,,0,8,55,,,,,
3,,,,,,,,100,100,,3,0,,,,,,,
3,,0.645833333,,,,,,0,0,1,9,0,8,177,0.6,-0.477227789,0.607118383,4300.441082,117280.1333
3,,2.208333333,11331.38081,0.000122201,-0.000348612,0.000205334,0.999850099,3000,3000,,2,0,19,238,0.666666667,-0.403951701,0.996882619,21627977.95,222075400.2
3,,,,,,,,0,,,,0,,,,,,,
3,,,,,,,,0,,,3,0,,,,,,,
3,,,,,,,,10,0,,,0,,,,,,,
3,,,,,,,,1000,0,,,0,,,,,,,
3,,,,,,,,100,0,,,0,,,,,,,
3,,0.284722222,,,,,,2000,2000,,113,0,8,144,0.666666667,0.600753901,0.862180113,-307120.5646,11651638.81
3,,0.430769231,1221.706786,0.289786807,0.005107896,-0.013385064,1.004577953,1000,0,,5,0,,,,,,,
3,,,,,,,,5,0,,,0,19,55,1,,,,0.187371952
3,,,,,,,,5000,0,,1,0,8,238,0,-0.273888216,1.334230792,-120.2380517,25000.91733
3,,,,,,,,20,0,,,0,19,211,1,0.157231381,-2.797876422,-0.137494127,0.44961089
3,,,,,,,,1000,0,,2,0,8,211,1,-0.825532035,-0.607331979,-2.452004431,0.648857276
3,,,,,,,,0,0,1,16,0,9,175,0.333333333,0.249346906,9.705506923,0.622306849,16893333.94
3,,,,,,,,5,0,,2,0,,,,,,,
3,,,,,,,,510,0,,,1,8,146,-1,1.271446868,0.33795573,-0.559828713,-0.291181084
3,,,,,,,,1000,,,28,0,,,,,,,
2,,,,,,,,1000,1000,,1,0,,,,,,,
2,,,,,,,,1000,1000,,1,0,,,,,,,
3,,0.228438228,,,,,,0,0,,4,0,8,222,1,-1.597673954,0.999401386,60369.72878,91001.06031
3,,,,,,,,500,,,3,0,,,,,,,
3,118.7486252,0.946428571,,,,,,500,30,,16,0,19,145,0.333333333,0.263294093,1.890538869,-8666.572791,1786666.958
3,,,,,,,,0,0,,1,0,8,211,-0.333333333,0.570164289,-1.383017768,0.380426908,332.77595
3,,,,,,,,35000,0,,2,0,19,211,-1,-0.909408625,-0.145902183,1.392695915,176.2816157
3,,0.666666667,-1.210059401,0.352125052,-2.709224647,-0.345139892,1.821269301,500,500,,5,0,18,211,-0.333333333,-0.117553089,-0.811560826,-0.172238856,1666699.172
0,,,,,,,,20,0,,,0,,,,,,,
3,,0.793650794,228.2049223,0.007864239,-0.469268034,0.108800551,0.430799083,1000,0,,4,0,8,214,1,-0.706908657,1.000427938,3169.644687,9999999.975
3,181.1707891,0.80952381,,,,,,50000,50000,,28,0,19,146,1,0.346113544,0.9044219,-28589.16494,425156499.3
3,,,,,,,,0,0,,,0,8,211,-1,-2.029933748,-0.213745717,0.586556467,0.156562002
3,,0.721153846,,,,,,2000,0,,7,0,8,206,1,0.958389716,0.896743709,500.2221855,9999999.148
3,,0.830128205,,,,,,0,0,1,5,0,,,,,,,
3,,,,,,,,500,0,,2,1,8,211,-1,0.810560968,-0.972818506,2.183439772,-0.965680399
3,,,,,,,,0,,,,0,,,,,,,
3,,,,,,,,100,100,1,,0,8,56,1,,1.004119469,-287.9528791,100000.8788
3,,,,,,,,90,0,,4,0,,,,,,,
3,,,,,,,,500,0,,,0,,,,,,,
3,,,,,,,,3,3,,,0,8,27,1,,0.999912784,-24234.9401,10.16830312
3,,,,,,,,10,10,1,,0,8,60,1,,1.000033694,-33118.22213,
3,,0.6875,4.098033788,-0.051296044,-2.885876904,-1.179642273,-2.586381515,10000,0,,,0,,,,,,,
3,,,2.310151404,0.668685636,0.010201026,-0.311096804,-1.376287212,50,0,,,0,8,206,1,-0.630375534,-4.181834746,-889.7608153,-0.124412621
3,,,,,,,,7000,7000,,33,0,19,172,-1,1.55038973,-1.424046749,-23423.17624,50101867.08
3,,,-1.119437352,0.77993823,3.322503046,1.451734044,3.547102464,1,0,,7,0,,,,,,,
2,,,,,,,,10080,10080,1,6,0,8,221,0,0.576601874,0.991544088,-322373.4454,60944228.9
3,,,,,,,,6,0,,,0,8,206,1,0.03090939,12.06436392,-0.042358056,0.460408345
3,,1,,,,,,50,0,,,0,,,,,,,
3,,,,,,,,10000,0,,,0,,,,,,,
3,,,,,,,,100,0,,2,0,,,,,,,
3,,,,,,,,1000,0,,,1,,,,,,,
3,,,,,,,,100,0,,,0,,,,,,,
3,,0.983333333,37.69741178,-0.628145059,15.74597814,7.974376537,-13.38383631,50,0,,,0,,,,,,,
3,,0.676767677,,,,,,1000,1000,,12,0,8,222,-1,-1.259434117,-0.511863527,0.953553962,0.627070386
3,,,,,,,,1000,0,,8,0,,,,,,,
2,85.25683648,0.597777778,,,,,,1760,1760,,45,0,19,192,0.333333333,0.900868851,0.992214244,-996223.9155,39064566.55
2,85.25683648,0.597777778,,,,,,1760,1760,,45,0,19,192,0.333333333,0.900868851,0.992214244,-996223.9155,39064566.55
3,,,,,,,,3000,3000,,9,0,,,,,,,
3,,,100.2430094,-0.009553213,1.245896401,0.311444611,1.335406765,100,100,,,0,8,211,-1,0.533708504,-2.422061084,-0.912082992,-0.471213024
3,,,,,,,,60,0,,,0,19,211,1,-0.79535923,-1.311673594,0.482940688,0.831321146
3,,,,,,,,50,50,,7,0,8,211,0,1.694844288,-1.282794259,-0.690286758,127418.1198
3,,0.515151515,,,,,,1000,1000,,1,0,8,206,0,-1.217395097,-1.82478099,-15993.05834,7487725.244
3,,1.060606061,,,,,,5570,,,7,0,,,,,,,
3,,,,,,,,10,10,,,0,8,61,1,,0.999965258,-22780.70981,69430.22168
3,,,,,,,,50,0,,,0,,,,,,,
3,,,,,,,,10,,,10,0,,,,,,,
3,,,,,,,,20,20,,2,0,19,222,0,-0.93471111,1.243937424,-3000.978721,-0.204039503
3,,2.37962963,,,,,,0,0,,9,0,,,,,,,
3,145.4285985,0.666666667,1043.489484,-0.107281633,-2.869334937,1.704624486,-18.42234862,1000,1000,,14,1,8,195,-0.5,-0.844593031,-3.016157211,0.30254731,7825474.987
3,,0.566037736,,,,,,0,0,1,11,0,,,,,,,
3,,,,,,,,490,490,,,0,8,76,,,,,
0,,,,,,,,50,50,1,14,0,,,,,,,
3,,3.7,,,,,,0,,1,,0,19,222,-0.5,-0.392967816,1.916827237,12875.21471,270200.7697
3,81.15415825,1.325396825,,,,,,5000,0,,5,0,8,214,-1,-0.516611367,1.027681875,-101509.1077,190001.429
3,,,,,,,,3,3,,,0,,,,,,,
3,,0.705882353,,,,,,0,0,1,2,0,,,,,,,
3,,3,,,,,,573.1,401.45,1,48,0,8,103,-0.333333333,-1.447497989,-0.239142522,3.411086404,7946882.642
3,,,,,,,,200,100,,,0,,,,,,,
3,,,,,,,,20,0,,,0,8,206,-1,0.227032731,-0.656572865,-0.468436847,0.338945662
3,,,,,,,,3,,,,0,,,,,,,
3,,,,,,,,10,0,,3,0,,,,,,,
2,,0.397559674,,,,,,50242.7863,39875.2567,11,13,0,15,168,0.666666667,-0.863506136,0.639310719,260552500,7276298334
2,,0.397559674,,,,,,50242.7863,39875.2567,11,13,0,15,168,0.666666667,-0.863506136,0.639310719,260552500,7276298334
2,,0.397559674,,,,,,50242.7863,39875.2567,11,13,0,15,168,0.666666667,-0.863506136,0.639310719,260552500,7276298334
3,,,,,,,,500,0,,,0,8,226,0,-0.894579056,1.284189876,0.221068379,-0.78738503
3,,,,,,,,500,0,,,0,19,211,0,0.054278086,-5.119906739,0.297593542,0.510728141
3,,,,,,,,10,10,,,0,19,211,1,0.542506292,125.6373926,-226.2440159,49773.5976
3,,1.333333333,,,,,,0,0,1,28,0,,,,,,,
0,,,,,,,,100,100,,,0,8,239,1,-0.351778155,-3.726354098,0.148227431,100000.1047
3,,0.618228302,,,1.60337315,1.603497301,,0,0,1,26,0,,,,,,,
3,,0.69122807,,,,,,16241.5761,1000,,19,0,1,195,0.2,-0.709876844,1.046867261,6292100.9,525186999.9
3,,,,,,,,2000,2000,,3,0,,,,,,,
3,,0.75,,,,,,1000,1000,,2,0,,,,,,,
3,,,,,,,,100,0,,,1,8,222,-1,-0.2002456,-1.035669153,-0.133989441,-2.567360108
3,,,,,,,,3,3,,,0,,,,,,,
2,,0.468886481,,,,,,3000,200,,12,0,8,210,0.666666667,-0.185171268,0.995666323,-765387748,245055000.2
2,,0.468886481,,,,,,3000,200,,12,0,8,210,0.666666667,-0.185171268,0.995666323,-765387748,245055000.2
3,,,,,,,,100,0,,,0,8,210,0,-0.826593365,1.70660442,-0.454040072,50.59544322
3,,,,,,,,100,100,,,0,,,,,,,
3,,,,,,,,1000,1000,1,7,0,,,,,,,
3,,0.929487179,294967.5063,0.333877599,-0.356639057,-1.750531059,5471.843059,100,100,,1,0,8,206,0.6,-0.312006375,0.626474782,-6608.43854,288000.8078
3,,,,,,,,300,300,,4,0,8,182,-0.333333333,0.023789859,1.000010792,-124354.923,730604.7822
3,,,,,,,,0,,,3,0,,,,,,,
3,,,,,,,,1000,300,,5,0,,,,,,,
3,,,,,,,,1000,1000,,,0,8,180,0,0.718366626,-1.453672969,-0.345778487,4999.691597
2,,,,,,,,10,10,,3,0,,,,,,,
3,,,,,,,,35800,0,,,0,8,192,1,-0.41840026,-1.368652036,-0.373900274,-0.460474326
3,,,,,,,,5000,2000,,2,0,8,120,-0.333333333,0.760422252,-3.920395636,-0.359103838,66667000000
3,,1.5,730.3654395,1.00103216,1.739207862,-0.081565784,-1.603095609,500,500,,11,0,8,19,,,,,
3,,,,,,,,1000,0,,,0,8,192,1,-0.736420925,-3.116429488,-0.551355665,0.484209157
3,,,,,,,,30,0,,,0,8,222,1,0.657322835,-0.907570329,-0.728783953,-0.815213615
3,66.33452615,0.576007326,636.0907706,0.002727459,0.944714221,0.38222067,0.351054252,1000,300,,17,0,8,174,0.333333333,0.690215098,1.000018861,-1472.720374,10000000000
3,,,,,,,,10,0,,6,0,19,150,1,2.490008453,-0.921309579,-2295.706038,4.070206205
3,,0.5,20.39420843,-0.010637484,-2.080706072,-3.687447994,0.338537827,20,0,,,0,,,,,,,
3,,,,,,,,0,0,1,,0,,,,,,,
3,66.1206164,1.063492063,,,,,,20000,0,,7,0,5,195,0,0.80022971,0.750002004,-356920.1642,58250000.14
3,,,,,,,,60,60,,,0,,,,,,,
0,,,,,,,,0,0,1,9,0,,,,,,,
3,,,,,,,,5000,,,,0,,,,,,,
3,,,1995.57885,0.000233625,-0.192455764,-0.167549181,0.885315972,2000,2000,,2,0,,,,,,,
3,,,,,,,,3,,,,0,,,,,,,
3,,,9.885910402,-0.030030285,0.284766685,-0.070858934,0.560087885,1000,10,,10,0,8,211,0,0.53185025,0.475171845,-10280.79959,0.845785833
3,,,,,,,,490,490,1,,0,,,,,,,
3,,1.6,,,,,,10,10,,9,0,8,207,0.333333333,0.081678646,0.70780207,-988.289073,80410.67891
3,,,,,,,,1000,1000,,6,0,,,,,,,
3,,,,,,,,50,50,1,2,0,,,,,,,
3,,1.462962963,,,,,,1000,0,,4,0,8,192,1,-0.610577777,0.248623204,-333.1542997,3366665.574
3,,,,,,,,1000,,,6,0,,,,,,,
3,0.724493301,1.077922078,32.61268627,3.500076132,-0.693272378,0.709449553,0.434756128,50,0,,9,0,8,182,-0.333333333,0.242476689,30.09797022,-4000.711804,0.419577076
3,,,,,,,,10,,,,0,,,,,,,
3,,,,,,,,500,0,,,0,8,210,-1,0.330870946,-0.335224064,-2.153805844,1.333057936
3,,0.466666667,,,,,,501,501,,7,0,19,206,0,-1.099023935,-0.033728464,140886.425,1490175.324
3,,,,,,,,4,,,2,0,,,,,,,
3,,,,,,,,40,40,,1,0,8,67,,,,,
3,67.73822187,2.25,,,,,,10800,0,,2,1,,,,,,,
3,,,,,,,,20,,,,0,8,222,-1,1.476585833,4.400477359,-0.244442692,1.383385295
1,,0.553756256,,,,,,0,0,1,21,0,9,168,-1,0.395678673,-2.686890157,-0.156521677,2166666.021
3,,,,,,,,30,30,,,0,8,60,,,,,
3,,0.461760462,,,,,,10000,10000,1,,0,19,192,0.5,0.295009437,0.997084539,5729334.162,389903996.3
3,,,,,,,,,0,,,0,,,,,,,
3,,,,,,,,10,,,1,0,,,,,,,
3,,0,,,,,,1,0,,,0,,,,,,,
3,,,,,,,,,,,,0,,,,,,,
1,,0.055555556,503.5667954,-0.000882733,13.67769958,13.79295852,0.55854631,500,500,,6,0,15,238,0,0.406247884,2.176659455,0.697286372,3353832.998
3,,,,,,,,3,,,,0,,,,,,,
3,,0.625,0.331847337,-1.244182959,-1.540073502,0.821345037,-2.123569795,100,0,,,0,,,,,,,
3,,1.004761905,,,,,,5,5,,,0,19,206,-0.333333333,-0.479396063,0.4706693,-0.888663216,0.087749122
3,,,,,,,,5000,5000,,109,0,5,56,,,,,
3,,,,,,,,3,,,,0,,,,,,,
3,,,,,,,,0,,,5,0,,,,,,,
3,,4,,,,,,300,0,,,0,19,206,1,0.320365124,1.29710886,-0.923730042,0.311415917
3,,0.600529101,,,,,,5000,5000,,12,0,8,195,0,-0.075858713,0.71826936,-14854.0894,77168700.33
2,,,,,,,,8,8,,,0,,,,,,,
3,,,,,,,,3,,,,0,8,59,,,,,
3,,,,,,,,10,10,,4,0,19,61,1,,0.999575258,-4549.303899,87552.28678
3,,1.1,,,,,,770,770,,3,0,19,222,1,-1.6282846,1.134679379,-6999.723367,-0.103751502
3,,0.666666667,1106.418819,0.0002655,0.074087894,0.144797768,1.168792283,1117,1117,,44,0,,,,,,,
3,,0.977777778,-0.579439205,0.328553384,0.109795187,-0.706634893,-0.270867463,100,0,,,0,,,,,,,
3,,0.714285714,,,,,,50,0,,,0,8,210,-1,-0.150743594,4.556127997,0.286164446,166666.4929
3,,1.555555556,,,,,,10,10,,6,0,,,,,,,
3,,,,,,,,2000,0,,,0,,,,,,,
3,,0.503597122,,,,,,0,0,1,23,0,,,,,,,
3,,,,,,,,500,0,,,0,8,211,1,0.81849851,0.35515029,-0.726605758,-0.483712453
3,,1.018518519,2.794959549,0.181742901,-0.394054501,-0.069552806,-0.051429429,25,25,,4,0,19,211,0.6,-0.462377451,-0.021429556,-44096.13489,493595999.2
3,,,,,,,,100,100,,1,0,,,,,,,
3,,0.634259259,,,,,,1000,0,,2,0,19,206,0,0.656129303,1.644310061,-0.153572694,27500249.94
3,,1.125,,,,,,200,200,,,0,19,206,0,0.771143173,-1.801384838,-0.021058743,1000049.913
3,21.76733806,0.845238095,16143.55095,0.000348747,0.001063997,-5.22E-05,1.000141466,5500,5500,,6,0,19,206,0.666666667,-0.107130663,0.887163286,136553483.2,125332499.4
3,,,,,,,,10,10,1,8,0,,,,,,,
3,,1,,,,,,31000,31000,,32,0,8,238,0,0.056339399,1.038221679,-16736390.5,517221667
3,,,,,,,,10,10,,,0,19,60,1,,0.999186115,-1329.915081,
3,,,,,,,,3,,,1,0,,,,,,,
0,,,,,,,,1,0,,,0,,,,,,,
3,,,,,,,,5,0,,,0,,,,,,,
3,,,,,,,,30,,,,0,,,,,,,
3,,1.666666667,,,,,,1500,,,,0,,,,,,,
3,,,,,,,,100,0,,,1,8,238,1,-0.515066825,-3.776386383,0.375939422,500000.9141
3,,,,,,,,20,,,,0,,,,,,,
3,,1.363636364,,,,,,50,50,,1,0,19,206,-0.333333333,-0.561763664,-0.716578446,-0.527438919,166699.5453
3,,,,,,,,2000,0,,,0,8,55,-1,,,,10.61683516
3,,,,,,,,0,,,,0,,,,,,,
3,,0.611111111,,,,,,100,,,,0,,,,,,,
3,,0.714285714,-0.340095146,1.655067478,0.413484982,-0.003549776,-1.976034479,50,0,,,0,,,,,,,
3,,,,,,,,100,,,,0,,,,,,,
3,,1.25,40799.31109,0.000990673,-0.03069451,0.02523618,1.032844,40920,0,,8,0,8,113,0.333333333,0.131115144,1.001621103,-34067.09129,400000.6292
3,,,,,,,,2000,2000,,1,0,8,206,-0.333333333,0.695173231,1.541293544,0.068278873,0.178733791
3,,,,,,,,0,0,,,0,,,,,,,
3,,,,,,,,50,,,3,0,,,,,,,
3,,0.4,,,,,,5,0,,,0,,,,,,,
3,,,,,,,,3000,0,,,0,8,206,1,0.37401978,0.981550637,1.145398092,1.421987474
3,,,199.5295444,1.003505209,0.003820922,0.54388575,-1.417496337,200,200,,4,0,8,222,-1,0.438269044,0.771681881,-4.265147209,999794.9217
3,,0.878205128,29959.96934,0.002299066,1.518344835,1.530998074,1.338426784,30000,0,,2,0,12,182,0,1.452282754,1.000000004,20656999.68,160830501.2
3,,,,,,,,0,0,,1,0,1,241,-1,-0.351461354,0.077408292,-1.861775431,333721.4854
3,,,,,,,,2000,0,,,0,,,,,,,
3,,,,,,,,50,50,,2,0,5,64,,,,,
